Longitude,Latitude,month,year,Sample Depth [m],Temp,Salinity,d18O,dD,notes,Citation
-52.68811,-49.54720,3,2011,902.000,2.55100,34.497002,-0.16000,-1.03000,,Geotraces Rijkenberg et al. (2011)
-47.19958,-46.92000,3,2011,3001.000,1.96700,34.773998,-0.16000,-2.49000,,Geotraces Rijkenberg et al. (2011)
-42.4166,-39.96320,3,2011,200.000,9.14100,34.599998,-0.16000,1.21000,,Geotraces Rijkenberg et al. (2011)
-32.74438,-22.47150,3,2011,3250.000,2.60400,34.910000,-0.16000,-1.17000,,Geotraces Rijkenberg et al. (2011)
-28.46011,-5.67700,3,2011,1000.000,4.16700,34.563999,-0.16000,-0.06000,,Geotraces Rijkenberg et al. (2011)
-32.87811,-0.18715,3,2011,750.000,5.24500,34.505001,-0.16000,-1.26000,,Geotraces Rijkenberg et al. (2011)
-52.68811,-49.54720,3,2011,701.000,2.72500,34.386002,-0.15000,-0.89000,,Geotraces Rijkenberg et al. (2011)
-47.19958,-46.92000,3,2011,4001.000,0.89900,34.706001,-0.15000,-1.44000,,Geotraces Rijkenberg et al. (2011)
-45.5361,-44.70680,3,2011,1751.000,2.74400,34.750999,-0.15000,-1.09000,,Geotraces Rijkenberg et al. (2011)
-28.46011,-5.67700,3,2011,2500.000,2.87800,34.921001,-0.15000,-1.23000,,Geotraces Rijkenberg et al. (2011)
-34.27911,-26.08910,3,2011,3001.000,2.73200,34.918999,-0.14000,0.18000,,Geotraces Rijkenberg et al. (2011)
-28,-9.15415,3,2011,3000.000,2.72900,34.919998,-0.14000,1.37000,,Geotraces Rijkenberg et al. (2011)
-48.73471,-48.89420,3,2011,2509.000,1.75000,34.744999,-0.13000,-1.68000,,Geotraces Rijkenberg et al. (2011)
-45.5361,-44.70680,3,2011,999.000,2.82000,34.437000,-0.13000,-1.54000,,Geotraces Rijkenberg et al. (2011)
-39.4368,-35.00880,3,2011,3000.000,2.80000,34.912998,-0.13000,-1.07000,,Geotraces Rijkenberg et al. (2011)
-34.27911,-26.08910,3,2011,2751.000,2.87000,34.925999,-0.13000,0.26000,,Geotraces Rijkenberg et al. (2011)
-29.22729,-12.89400,3,2011,3002.000,2.63600,34.902000,-0.13000,0.20000,,Geotraces Rijkenberg et al. (2011)
-28,-9.15415,3,2011,3498.000,2.50900,34.907001,-0.13000,0.62000,,Geotraces Rijkenberg et al. (2011)
-32.87811,-0.18715,3,2011,3501.000,2.40100,34.903999,-0.13000,0.35000,,Geotraces Rijkenberg et al. (2011)
-47.19958,-46.92000,3,2011,1002.000,2.98500,34.310001,-0.12000,-3.02000,,Geotraces Rijkenberg et al. (2011)
-34.27911,-26.08910,3,2011,3250.000,2.59100,34.908001,-0.12000,0.23000,,Geotraces Rijkenberg et al. (2011)
-28.46011,-5.67700,3,2011,3501.000,2.52500,34.910999,-0.12000,0.72000,,Geotraces Rijkenberg et al. (2011)
-28.9169,-2.65115,3,2011,2502.000,2.96600,34.929001,-0.12000,-0.83000,,Geotraces Rijkenberg et al. (2011)
-42.4166,-39.96320,3,2011,10.000,21.43300,34.740002,-0.11000,3.55000,,Geotraces Rijkenberg et al. (2011)
-37.45929,-32.08940,3,2011,3250.000,2.24600,34.856998,-0.11000,-0.30000,,Geotraces Rijkenberg et al. (2011)
-35.79599,-29.05790,3,2011,2999.000,2.63200,34.908001,-0.11000,-1.08000,,Geotraces Rijkenberg et al. (2011)
-32.74438,-22.47150,3,2011,3002.000,2.75800,34.919998,-0.11000,0.15000,,Geotraces Rijkenberg et al. (2011)
-29.22729,-12.89400,3,2011,1999.000,3.33100,34.946999,-0.11000,-0.19000,,Geotraces Rijkenberg et al. (2011)
-47.19958,-46.92000,3,2011,300.000,6.87900,34.363998,-0.10000,-0.46000,,Geotraces Rijkenberg et al. (2011)
-42.4166,-39.96320,3,2011,250.000,8.11800,34.519001,-0.10000,0.27000,,Geotraces Rijkenberg et al. (2011)
-37.45929,-32.08940,3,2011,2750.000,2.88100,34.917000,-0.10000,0.59000,,Geotraces Rijkenberg et al. (2011)
-32.74438,-22.47150,3,2011,2750.000,2.87400,34.926998,-0.10000,-0.22000,,Geotraces Rijkenberg et al. (2011)
-28.46011,-5.67700,3,2011,501.000,6.58800,34.575001,-0.10000,-0.51000,,Geotraces Rijkenberg et al. (2011)
-32.87811,-0.18715,3,2011,2749.000,2.75800,34.924999,-0.10000,1.23000,,Geotraces Rijkenberg et al. (2011)
-32.87811,-0.18715,3,2011,2994.000,2.65500,34.918999,-0.10000,1.12000,,Geotraces Rijkenberg et al. (2011)
-48.73471,-48.89420,3,2011,3504.000,0.92300,34.707001,-0.09000,-1.37000,,Geotraces Rijkenberg et al. (2011)
-29.22729,-12.89400,3,2011,1250.000,4.09400,34.743000,-0.09000,-0.19000,,Geotraces Rijkenberg et al. (2011)
-47.19958,-46.92000,3,2011,250.000,7.89800,34.478001,-0.08000,0.24000,,Geotraces Rijkenberg et al. (2011)
-47.19958,-46.92000,3,2011,3502.000,1.37400,34.734001,-0.08000,-0.53000,,Geotraces Rijkenberg et al. (2011)
-42.4166,-39.96320,3,2011,100.000,13.55400,35.240002,-0.08000,3.15000,,Geotraces Rijkenberg et al. (2011)
-35.79599,-29.05790,3,2011,151.000,16.10300,35.722000,-0.08000,2.40000,,Geotraces Rijkenberg et al. (2011)
-35.79599,-29.05790,3,2011,2752.000,2.78300,34.916000,-0.08000,-0.29000,,Geotraces Rijkenberg et al. (2011)
-37.45929,-32.08940,3,2011,2999.000,2.68800,34.905998,-0.07000,0.51000,,Geotraces Rijkenberg et al. (2011)
-32.74438,-22.47150,3,2011,1999.000,3.44700,34.952999,-0.07000,-0.35000,,Geotraces Rijkenberg et al. (2011)
-32.87811,-0.18715,3,2011,3249.000,2.54500,34.910000,-0.07000,0.61000,,Geotraces Rijkenberg et al. (2011)
-45.5361,-44.70680,3,2011,101.000,8.80300,34.525002,-0.06000,-0.64000,,Geotraces Rijkenberg et al. (2011)
-30.59921,-17.01680,3,2011,401.000,10.93900,34.931999,-0.06000,0.12000,,Geotraces Rijkenberg et al. (2011)
-28.46011,-5.67700,3,2011,1250.000,4.34600,34.837002,-0.06000,0.77000,,Geotraces Rijkenberg et al. (2011)
-28.46011,-5.67700,3,2011,1999.000,3.42500,34.952999,-0.06000,0.53000,,Geotraces Rijkenberg et al. (2011)
-28.46011,-5.67700,3,2011,2998.000,2.67900,34.917999,-0.06000,0.26000,,Geotraces Rijkenberg et al. (2011)
-28.9169,-2.65115,3,2011,750.000,4.89400,34.478001,-0.06000,-3.27000,,Geotraces Rijkenberg et al. (2011)
-32.87811,-0.18715,3,2011,998.000,4.51000,34.613998,-0.06000,0.14000,,Geotraces Rijkenberg et al. (2011)
-47.19958,-46.92000,3,2011,2502.000,2.69700,34.834000,-0.05000,-0.47000,,Geotraces Rijkenberg et al. (2011)
-45.5361,-44.70680,3,2011,3000.000,1.51900,34.748001,-0.05000,-1.58000,,Geotraces Rijkenberg et al. (2011)
-29.22729,-12.89400,3,2011,401.000,8.56800,34.710999,-0.05000,0.07000,,Geotraces Rijkenberg et al. (2011)
-29.22729,-12.89400,3,2011,1748.000,3.71500,34.951000,-0.05000,-0.01000,,Geotraces Rijkenberg et al. (2011)
-32.87811,-0.18715,3,2011,2000.000,3.45400,34.962002,-0.05000,0.56000,,Geotraces Rijkenberg et al. (2011)
-47.19958,-46.92000,3,2011,1501.000,2.74600,34.574001,-0.04000,-0.39000,,Geotraces Rijkenberg et al. (2011)
-47.19958,-46.92000,3,2011,2001.000,2.70900,34.731998,-0.04000,-0.63000,,Geotraces Rijkenberg et al. (2011)
-41.13089,-37.83980,3,2011,400.000,10.91000,34.914001,-0.04000,-0.05000,,Geotraces Rijkenberg et al. (2011)
-29.22729,-12.89400,3,2011,1497.000,4.18100,34.914001,-0.04000,0.11000,,Geotraces Rijkenberg et al. (2011)
-28.46011,-5.67700,3,2011,1500.000,4.20600,34.946999,-0.04000,1.18000,,Geotraces Rijkenberg et al. (2011)
-47.19958,-46.92000,3,2011,1250.000,2.82400,34.445999,-0.03000,-3.45000,,Geotraces Rijkenberg et al. (2011)
-45.5361,-44.70680,3,2011,71.000,10.24600,34.556000,-0.03000,-0.63000,,Geotraces Rijkenberg et al. (2011)
-42.4166,-39.96320,3,2011,25.000,21.05900,34.828999,-0.03000,3.78000,,Geotraces Rijkenberg et al. (2011)
-28,-9.15415,3,2011,1000.000,4.05500,34.576000,-0.03000,-0.61000,,Geotraces Rijkenberg et al. (2011)
-28,-9.15415,3,2011,1252.000,4.22700,34.799999,-0.03000,-0.01000,,Geotraces Rijkenberg et al. (2011)
-28.46011,-5.67700,3,2011,300.000,9.40800,34.848000,-0.03000,1.12000,,Geotraces Rijkenberg et al. (2011)
-32.87811,-0.18715,3,2011,499.000,7.01000,34.615002,-0.03000,0.11000,,Geotraces Rijkenberg et al. (2011)
-44.02579,-42.37130,3,2011,200.000,8.07700,34.543999,-0.02000,0.05000,,Geotraces Rijkenberg et al. (2011)
-42.4166,-39.96320,3,2011,75.000,14.98600,35.136002,-0.02000,3.72000,,Geotraces Rijkenberg et al. (2011)
-32.74438,-22.47150,3,2011,1502.000,3.77000,34.861000,-0.02000,-0.28000,,Geotraces Rijkenberg et al. (2011)
-32.74438,-22.47150,3,2011,1751.000,3.69100,34.946999,-0.02000,-0.14000,,Geotraces Rijkenberg et al. (2011)
-28,-9.15415,3,2011,290.000,9.80800,34.904999,-0.02000,0.31000,,Geotraces Rijkenberg et al. (2011)
-28,-9.15415,3,2011,2003.000,3.38600,34.946999,-0.02000,-0.16000,,Geotraces Rijkenberg et al. (2011)
-48.73471,-48.89420,3,2011,1504.000,2.57100,34.687000,-0.01000,-0.70000,,Geotraces Rijkenberg et al. (2011)
-48.73471,-48.89420,3,2011,2007.000,2.12200,34.727001,-0.01000,-1.21000,,Geotraces Rijkenberg et al. (2011)
-47.19958,-46.92000,3,2011,149.000,11.04800,34.910999,-0.01000,-0.31000,,Geotraces Rijkenberg et al. (2011)
-45.5361,-44.70680,3,2011,50.000,13.88300,34.535999,-0.01000,-0.05000,,Geotraces Rijkenberg et al. (2011)
-34.27911,-26.08910,3,2011,150.000,19.97400,36.368000,-0.01000,4.21000,,Geotraces Rijkenberg et al. (2011)
-32.74438,-22.47150,3,2011,502.000,10.03500,34.806999,-0.01000,0.64000,,Geotraces Rijkenberg et al. (2011)
-28,-9.15415,3,2011,1500.000,4.13600,34.938000,-0.01000,0.43000,,Geotraces Rijkenberg et al. (2011)
-28.46011,-5.67700,3,2011,1750.000,3.92400,34.972000,-0.01000,0.70000,,Geotraces Rijkenberg et al. (2011)
-28.9169,-2.65115,3,2011,4000.000,1.94400,34.852001,-0.01000,-0.05000,,Geotraces Rijkenberg et al. (2011)
-28.9169,-2.65115,3,2011,499.000,7.76000,34.682999,0.00000,-0.66000,,Geotraces Rijkenberg et al. (2011)
-48.73471,-48.89420,3,2011,1003.000,2.75600,34.513000,0.01000,-0.34000,,Geotraces Rijkenberg et al. (2011)
-42.4166,-39.96320,3,2011,48.000,19.47400,35.112999,0.01000,4.25000,,Geotraces Rijkenberg et al. (2011)
-28,-9.15415,3,2011,249.000,10.99800,35.054001,0.02000,1.36000,,Geotraces Rijkenberg et al. (2011)
-28.46011,-5.67700,3,2011,375.000,8.42100,34.754002,0.02000,0.33000,,Geotraces Rijkenberg et al. (2011)
-44.02579,-42.37130,3,2011,73.000,10.66500,34.591999,0.03000,0.21000,,Geotraces Rijkenberg et al. (2011)
-35.79599,-29.05790,3,2011,402.000,12.65700,35.216000,0.03000,0.15000,,Geotraces Rijkenberg et al. (2011)
-32.87811,-0.18715,3,2011,1252.000,4.56500,34.868999,0.03000,1.36000,,Geotraces Rijkenberg et al. (2011)
-48.73471,-48.89420,3,2011,1253.000,2.76300,34.625000,0.04000,-0.80000,,Geotraces Rijkenberg et al. (2011)
-45.5361,-44.70680,3,2011,22.000,16.58800,34.528999,0.04000,-0.25000,,Geotraces Rijkenberg et al. (2011)
-28.46011,-5.67700,3,2011,250.000,10.21300,34.942001,0.04000,0.80000,,Geotraces Rijkenberg et al. (2011)
-28.9169,-2.65115,3,2011,1000.000,4.37800,34.617001,0.04000,0.78000,,Geotraces Rijkenberg et al. (2011)
-28.9169,-2.65115,3,2011,3000.000,2.66400,34.916000,0.04000,1.27000,,Geotraces Rijkenberg et al. (2011)
-28.9169,-2.65115,3,2011,3500.000,2.49000,34.909000,0.04000,0.88000,,Geotraces Rijkenberg et al. (2011)
-35.79599,-29.05790,3,2011,76.000,18.54700,35.891998,0.05000,4.55000,,Geotraces Rijkenberg et al. (2011)
-35.79599,-29.05790,3,2011,252.000,14.67800,35.541000,0.05000,3.59000,,Geotraces Rijkenberg et al. (2011)
-28,-9.15415,3,2011,1750.000,3.79900,34.966000,0.05000,0.15000,,Geotraces Rijkenberg et al. (2011)
-32.87811,-0.18715,3,2011,1500.000,4.28400,34.985001,0.05000,1.32000,,Geotraces Rijkenberg et al. (2011)
-32.87811,-0.18715,3,2011,1750.000,3.93500,34.980000,0.05000,0.88000,,Geotraces Rijkenberg et al. (2011)
-39.4368,-35.00880,3,2011,501.000,11.13400,34.969002,0.06000,-0.76000,,Geotraces Rijkenberg et al. (2011)
-34.27911,-26.08910,3,2011,301.000,15.05000,35.494999,0.06000,3.86000,,Geotraces Rijkenberg et al. (2011)
-32.87811,-0.18715,3,2011,400.000,8.05800,34.714001,0.07000,0.34000,,Geotraces Rijkenberg et al. (2011)
-32.87811,-0.18715,3,2011,300.000,9.31100,34.830002,0.08000,0.94000,,Geotraces Rijkenberg et al. (2011)
-47.19958,-46.92000,3,2011,26.000,16.91700,34.674999,0.09000,1.48000,,Geotraces Rijkenberg et al. (2011)
-45.5361,-44.70680,3,2011,9.000,16.92500,34.554001,0.09000,-0.04000,,Geotraces Rijkenberg et al. (2011)
-35.79599,-29.05790,3,2011,302.000,14.17600,35.472000,0.09000,2.78000,,Geotraces Rijkenberg et al. (2011)
-28.46011,-5.67700,3,2011,199.000,11.36000,35.089001,0.09000,1.67000,,Geotraces Rijkenberg et al. (2011)
-35.79599,-29.05790,3,2011,25.000,24.05800,35.688999,0.10000,5.09000,,Geotraces Rijkenberg et al. (2011)
-35.79599,-29.05790,3,2011,107.000,17.23000,35.841000,0.10000,3.85000,,Geotraces Rijkenberg et al. (2011)
-28.9169,-2.65115,3,2011,2001.000,3.67800,34.972000,0.10000,0.33000,,Geotraces Rijkenberg et al. (2011)
-32.74438,-22.47150,3,2011,401.000,12.45000,35.118999,0.11000,1.14000,,Geotraces Rijkenberg et al. (2011)
-28.9169,-2.65115,3,2011,1251.000,4.48900,34.866001,0.11000,0.83000,,Geotraces Rijkenberg et al. (2011)
-47.19958,-46.92000,3,2011,10.000,17.03900,34.620998,0.12000,0.94000,,Geotraces Rijkenberg et al. (2011)
-34.27911,-26.08910,3,2011,52.000,22.87800,36.727001,0.12000,6.47000,,Geotraces Rijkenberg et al. (2011)
-35.79599,-29.05790,3,2011,203.000,15.33800,35.629002,0.13000,4.12000,,Geotraces Rijkenberg et al. (2011)
-35.79599,-29.05790,3,2011,48.000,21.33600,35.804001,0.14000,4.79000,,Geotraces Rijkenberg et al. (2011)
-29.22729,-12.89400,3,2011,301.000,12.11300,35.138000,0.14000,2.44000,,Geotraces Rijkenberg et al. (2011)
-34.27911,-26.08910,3,2011,10.000,25.90800,36.525002,0.15000,6.96000,,Geotraces Rijkenberg et al. (2011)
-47.19958,-46.92000,3,2011,200.000,10.47000,34.848999,0.16000,1.72000,,Geotraces Rijkenberg et al. (2011)
-37.45929,-32.08940,3,2011,500.000,11.27300,34.990002,0.16000,2.10000,,Geotraces Rijkenberg et al. (2011)
-28,-9.15415,3,2011,200.000,13.81200,35.417000,0.16000,3.72000,,Geotraces Rijkenberg et al. (2011)
-34.27911,-26.08910,3,2011,100.000,21.34700,36.653000,0.17000,5.73000,,Geotraces Rijkenberg et al. (2011)
-28.9169,-2.65115,3,2011,374.000,10.08900,34.931000,0.17000,0.98000,,Geotraces Rijkenberg et al. (2011)
-41.13089,-37.83980,3,2011,150.000,15.22300,35.653000,0.18000,2.49000,,Geotraces Rijkenberg et al. (2011)
-35.79599,-29.05790,3,2011,10.000,24.15700,35.699001,0.18000,4.98000,,Geotraces Rijkenberg et al. (2011)
-34.27911,-26.08910,3,2011,25.000,25.90900,36.523998,0.18000,6.57000,,Geotraces Rijkenberg et al. (2011)
-34.27911,-26.08910,3,2011,250.000,16.03000,35.620998,0.18000,3.61000,,Geotraces Rijkenberg et al. (2011)
-28.9169,-2.65115,3,2011,1501.000,4.19600,34.978001,0.18000,1.16000,,Geotraces Rijkenberg et al. (2011)
-30.59921,-17.01680,3,2011,299.000,13.77200,35.272999,0.19000,2.45000,,Geotraces Rijkenberg et al. (2011)
-28.9169,-2.65115,3,2011,200.000,12.63700,35.234001,0.20000,2.10000,,Geotraces Rijkenberg et al. (2011)
-28.9169,-2.65115,3,2011,300.000,11.55000,35.097000,0.22000,2.26000,,Geotraces Rijkenberg et al. (2011)
-28.9169,-2.65115,3,2011,249.000,12.13800,35.168999,0.23000,2.75000,,Geotraces Rijkenberg et al. (2011)
-28.9169,-2.65115,3,2011,1750.000,3.86100,34.977001,0.23000,0.81000,,Geotraces Rijkenberg et al. (2011)
-32.87811,-0.18715,3,2011,150.000,14.10100,35.402000,0.23000,1.49000,,Geotraces Rijkenberg et al. (2011)
-34.27911,-26.08910,3,2011,201.000,17.35200,35.847000,0.25000,4.94000,,Geotraces Rijkenberg et al. (2011)
-47.19958,-46.92000,3,2011,99.000,12.62300,35.103001,0.26000,1.50000,,Geotraces Rijkenberg et al. (2011)
-28.9169,-2.65115,3,2011,150.000,13.39000,35.327000,0.26000,1.61000,,Geotraces Rijkenberg et al. (2011)
-39.4368,-35.00880,3,2011,400.000,13.29100,35.326000,0.27000,1.75000,,Geotraces Rijkenberg et al. (2011)
-41.13089,-37.83980,3,2011,301.000,13.73400,35.397999,0.28000,2.60000,,Geotraces Rijkenberg et al. (2011)
-37.45929,-32.08940,3,2011,401.000,13.08300,35.286999,0.29000,3.51000,,Geotraces Rijkenberg et al. (2011)
-29.22729,-12.89400,3,2011,250.000,14.11600,35.379002,0.29000,3.24000,,Geotraces Rijkenberg et al. (2011)
-32.87811,-0.18715,3,2011,244.000,12.15500,35.172001,0.29000,2.62000,,Geotraces Rijkenberg et al. (2011)
-28.46011,-5.67700,3,2011,149.000,16.22800,35.723000,0.31000,2.25000,,Geotraces Rijkenberg et al. (2011)
-41.13089,-37.83980,3,2011,74.000,16.53900,35.654999,0.32000,3.93000,,Geotraces Rijkenberg et al. (2011)
-30.59921,-17.01680,3,2011,250.000,16.02800,35.602001,0.32000,3.94000,,Geotraces Rijkenberg et al. (2011)
-32.74438,-22.47150,3,2011,299.000,14.58700,35.400002,0.33000,2.62000,,Geotraces Rijkenberg et al. (2011)
-30.59921,-17.01680,3,2011,199.000,18.83200,36.120998,0.33000,2.80000,,Geotraces Rijkenberg et al. (2011)
-28.9169,-2.65115,3,2011,100.000,14.62100,35.493999,0.33000,3.09000,,Geotraces Rijkenberg et al. (2011)
-41.13089,-37.83980,3,2011,49.000,19.54100,35.521999,0.34000,4.05000,,Geotraces Rijkenberg et al. (2011)
-32.87811,-0.18715,3,2011,200.000,13.18800,35.289001,0.34000,2.62000,,Geotraces Rijkenberg et al. (2011)
-41.13089,-37.83980,3,2011,100.000,15.71000,35.695999,0.35000,3.64000,,Geotraces Rijkenberg et al. (2011)
-32.74438,-22.47150,3,2011,250.000,16.07000,35.632999,0.35000,4.79000,,Geotraces Rijkenberg et al. (2011)
-41.13089,-37.83980,3,2011,24.000,20.40000,35.409000,0.36000,3.95000,,Geotraces Rijkenberg et al. (2011)
-41.13089,-37.83980,3,2011,10.000,20.42200,35.407001,0.38000,3.93000,,Geotraces Rijkenberg et al. (2011)
-29.22729,-12.89400,3,2011,201.000,17.52500,35.895000,0.38000,2.88000,,Geotraces Rijkenberg et al. (2011)
-47.19958,-46.92000,3,2011,75.000,13.61400,35.252998,0.41000,2.66000,,Geotraces Rijkenberg et al. (2011)
-47.19958,-46.92000,3,2011,49.000,14.26400,35.074001,0.42000,2.58000,,Geotraces Rijkenberg et al. (2011)
-39.4368,-35.00880,3,2011,251.000,15.10100,35.629002,0.43000,3.52000,,Geotraces Rijkenberg et al. (2011)
-39.4368,-35.00880,3,2011,301.000,14.54000,35.541000,0.44000,2.71000,,Geotraces Rijkenberg et al. (2011)
-32.74438,-22.47150,3,2011,199.000,17.80400,35.938000,0.44000,4.68000,,Geotraces Rijkenberg et al. (2011)
-39.4368,-35.00880,3,2011,199.000,15.66400,35.688000,0.45000,3.43000,,Geotraces Rijkenberg et al. (2011)
-37.45929,-32.08940,3,2011,150.000,16.36600,35.777000,0.46000,3.80000,,Geotraces Rijkenberg et al. (2011)
-39.4368,-35.00880,3,2011,150.000,16.29900,35.794998,0.47000,2.13000,,Geotraces Rijkenberg et al. (2011)
-34.27911,-26.08910,3,2011,73.000,21.81700,36.692001,0.47000,6.21000,,Geotraces Rijkenberg et al. (2011)
-32.87811,-0.18715,3,2011,101.000,17.20000,35.855000,0.49000,3.84000,,Geotraces Rijkenberg et al. (2011)
-39.4368,-35.00880,3,2011,100.000,16.64300,35.821999,0.52000,3.28000,,Geotraces Rijkenberg et al. (2011)
-28,-9.15415,3,2011,135.000,21.79200,36.576000,0.53000,4.75000,,Geotraces Rijkenberg et al. (2011)
-37.45929,-32.08940,3,2011,250.000,15.05600,35.597000,0.55000,4.89000,,Geotraces Rijkenberg et al. (2011)
-39.4368,-35.00880,3,2011,76.000,17.24700,35.820000,0.60000,4.35000,,Geotraces Rijkenberg et al. (2011)
-37.45929,-32.08940,3,2011,101.000,17.42600,35.893002,0.60000,5.35000,,Geotraces Rijkenberg et al. (2011)
-39.4368,-35.00880,3,2011,50.000,18.84100,35.824001,0.61000,3.86000,,Geotraces Rijkenberg et al. (2011)
-28.46011,-5.67700,3,2011,110.000,20.99700,36.265999,0.62000,4.88000,,Geotraces Rijkenberg et al. (2011)
-37.45929,-32.08940,3,2011,25.000,23.72900,35.977001,0.64000,5.37000,,Geotraces Rijkenberg et al. (2011)
-37.45929,-32.08940,3,2011,201.000,15.64500,35.668999,0.64000,5.55000,,Geotraces Rijkenberg et al. (2011)
-28.9169,-2.65115,3,2011,75.000,19.20700,35.943001,0.66000,4.71000,,Geotraces Rijkenberg et al. (2011)
-30.59921,-17.01680,3,2011,142.000,22.47900,36.832001,0.68000,5.23000,,Geotraces Rijkenberg et al. (2011)
-39.4368,-35.00880,3,2011,8.000,21.98400,35.730000,0.69000,4.47000,,Geotraces Rijkenberg et al. (2011)
-39.4368,-35.00880,3,2011,24.000,21.98300,35.728001,0.70000,4.16000,,Geotraces Rijkenberg et al. (2011)
-37.45929,-32.08940,3,2011,302.000,14.43000,35.514999,0.70000,4.16000,,Geotraces Rijkenberg et al. (2011)
-30.59921,-17.01680,3,2011,100.000,24.19800,37.069000,0.72000,6.07000,,Geotraces Rijkenberg et al. (2011)
-32.74438,-22.47150,3,2011,24.000,26.35500,36.491001,0.73000,6.67000,,Geotraces Rijkenberg et al. (2011)
-32.74438,-22.47150,3,2011,75.000,22.54700,36.631001,0.74000,5.84000,,Geotraces Rijkenberg et al. (2011)
-32.87811,-0.18715,3,2011,22.000,28.45400,35.793999,0.74000,6.49000,,Geotraces Rijkenberg et al. (2011)
-32.74438,-22.47150,3,2011,100.000,22.06100,36.763000,0.75000,5.39000,,Geotraces Rijkenberg et al. (2011)
-28,-9.15415,3,2011,100.000,24.51500,36.859001,0.75000,6.23000,,Geotraces Rijkenberg et al. (2011)
-32.74438,-22.47150,3,2011,151.000,20.02200,36.362000,0.77000,4.13000,,Geotraces Rijkenberg et al. (2011)
-32.74438,-22.47150,3,2011,50.000,26.35200,36.500000,0.78000,6.43000,,Geotraces Rijkenberg et al. (2011)
-29.22729,-12.89400,3,2011,150.000,22.92200,36.922001,0.78000,5.89000,,Geotraces Rijkenberg et al. (2011)
-32.87811,-0.18715,3,2011,9.000,28.52600,35.706001,0.79000,6.76000,,Geotraces Rijkenberg et al. (2011)
-32.74438,-22.47150,3,2011,10.000,26.38900,36.492001,0.80000,5.83000,,Geotraces Rijkenberg et al. (2011)
-28.9169,-2.65115,3,2011,10.000,28.77500,35.695999,0.83000,6.55000,,Geotraces Rijkenberg et al. (2011)
-32.87811,-0.18715,3,2011,60.000,25.82500,36.505001,0.83000,6.75000,,Geotraces Rijkenberg et al. (2011)
-32.87811,-0.18715,3,2011,71.000,25.70700,36.521000,0.84000,7.01000,,Geotraces Rijkenberg et al. (2011)
-28.46011,-5.67700,3,2011,10.000,28.88000,36.282001,0.85000,7.32000,,Geotraces Rijkenberg et al. (2011)
-30.59921,-17.01680,3,2011,74.000,26.68700,37.341999,0.86000,7.67000,,Geotraces Rijkenberg et al. (2011)
-28,-9.15415,3,2011,9.000,28.77300,36.681999,0.86000,6.79000,,Geotraces Rijkenberg et al. (2011)
-28,-9.15415,3,2011,50.000,28.45300,36.673000,0.86000,7.09000,,Geotraces Rijkenberg et al. (2011)
-28.46011,-5.67700,3,2011,73.000,27.79900,36.723000,0.87000,7.58000,,Geotraces Rijkenberg et al. (2011)
-28.9169,-2.65115,3,2011,59.000,25.47800,36.344002,0.88000,6.34000,,Geotraces Rijkenberg et al. (2011)
-28,-9.15415,3,2011,25.000,28.70600,36.689999,0.89000,6.90000,,Geotraces Rijkenberg et al. (2011)
-28.46011,-5.67700,3,2011,49.000,28.66000,36.453999,0.89000,7.36000,,Geotraces Rijkenberg et al. (2011)
-28.46011,-5.67700,3,2011,25.000,28.85200,36.323002,0.90000,7.10000,,Geotraces Rijkenberg et al. (2011)
-30.59921,-17.01680,3,2011,24.000,27.85600,37.439999,0.91000,7.96000,,Geotraces Rijkenberg et al. (2011)
-30.59921,-17.01680,3,2011,49.000,27.77300,37.471001,0.92000,7.53000,,Geotraces Rijkenberg et al. (2011)
-29.22729,-12.89400,3,2011,100.000,24.32500,37.103001,0.92000,6.69000,,Geotraces Rijkenberg et al. (2011)
-28.9169,-2.65115,3,2011,17.000,28.75100,35.730999,0.93000,6.67000,,Geotraces Rijkenberg et al. (2011)
-30.59921,-17.01680,3,2011,9.000,27.91600,37.437000,0.94000,8.16000,,Geotraces Rijkenberg et al. (2011)
-29.22729,-12.89400,3,2011,75.000,26.08300,37.181999,0.95000,6.96000,,Geotraces Rijkenberg et al. (2011)
-28,-9.15415,3,2011,73.000,27.79900,36.998001,0.95000,7.15000,,Geotraces Rijkenberg et al. (2011)
-29.22729,-12.89400,3,2011,51.000,27.61200,37.039001,0.97000,7.47000,,Geotraces Rijkenberg et al. (2011)
-29.22729,-12.89400,3,2011,10.000,28.12700,37.025002,0.98000,7.41000,,Geotraces Rijkenberg et al. (2011)
-37.45929,-32.08940,3,2011,76.000,18.61000,35.932999,0.99000,5.96000,,Geotraces Rijkenberg et al. (2011)
-29.22729,-12.89400,3,2011,25.000,27.81300,37.035999,0.99000,7.34000,,Geotraces Rijkenberg et al. (2011)
-37.45929,-32.08940,3,2011,50.000,21.46900,35.877998,1.10000,4.93000,,Geotraces Rijkenberg et al. (2011)
-37.45929,-32.08940,3,2011,10.000,23.86800,35.966999,1.16000,4.86000,,Geotraces Rijkenberg et al. (2011)
-41.13089,-37.83980,3,2011,249.000,14.27200,35.502998,1.46000,5.68000,,Geotraces Rijkenberg et al. (2011)
