   2.00 75.00 51997  100 -1.65 34.71  0.20 -99.9                                                 Risebrobakken et al (2003)
   2.00 75.00 51997  200 -0.15 34.88  0.29 -99.9                                                 Risebrobakken et al (2003)
   2.00 75.00 51997  300 -0.48 34.88  0.23 -99.9                                                 Risebrobakken et al (2003)
   2.00 75.00 51997  400 -0.49 34.88  0.17 -99.9                                                 Risebrobakken et al (2003)
   2.00 75.00 51997  500 -0.64 34.88  0.28 -99.9                                                 Risebrobakken et al (2003)
   2.00 75.00 51997  600 -0.72 34.88  0.28 -99.9                                                 Risebrobakken et al (2003)
   2.00 75.00 51997  700 -0.82 34.88  0.30 -99.9                                                 Risebrobakken et al (2003)
   2.00 75.00 51997  800 -0.85 34.88  0.26 -99.9                                                 Risebrobakken et al (2003)
   2.00 75.00 51997  900 -0.86 34.88  0.34 -99.9                                                 Risebrobakken et al (2003)
   2.00 75.00 51997 1000 -0.84 34.89  0.33 -99.9                                                 Risebrobakken et al (2003)
   2.00 75.00 51997 1200 -0.79 34.90  0.42 -99.9                                                 Risebrobakken et al (2003)
   2.00 75.00 51997 1400 -0.82 34.91  0.33 -99.9                                                 Risebrobakken et al (2003)
   2.00 75.00 51997 1600 -0.88 34.91  0.32 -99.9                                                 Risebrobakken et al (2003)
   2.00 75.00 51997 1800 -0.91 34.91  0.30 -99.9                                                 Risebrobakken et al (2003)
   2.00 75.00 51997 2000 -0.94 34.91  0.36 -99.9                                                 Risebrobakken et al (2003)
   2.00 75.00 51997 2400 -0.96 34.90  0.31 -99.9                                                 Risebrobakken et al (2003)
   2.00 75.00 51997 2651 -0.98 34.90  0.24 -99.9                                                 Risebrobakken et al (2003)
  -0.00 75.00 51997   10 -1.55 34.80  0.19 -99.9                                                 Risebrobakken et al (2003)
  -0.00 75.00 51997   50 -1.59 34.81  0.26 -99.9                                                 Risebrobakken et al (2003)
  -0.00 75.00 51997  100 -1.67 34.82  0.39 -99.9                                                 Risebrobakken et al (2003)
  -0.00 75.00 51997  200 -1.06 34.86  0.29 -99.9                                                 Risebrobakken et al (2003)
  -0.00 75.00 51997  300 -0.99 34.87  0.33 -99.9                                                 Risebrobakken et al (2003)
  -0.00 75.00 51997  400 -0.98 34.87  0.38 -99.9                                                 Risebrobakken et al (2003)
  -0.00 75.00 51997  500 -0.98 34.87  0.31 -99.9                                                 Risebrobakken et al (2003)
  -0.00 75.00 51997  600 -0.98 34.87  0.29 -99.9                                                 Risebrobakken et al (2003)
  -0.00 75.00 51997  700 -0.98 34.87  0.27 -99.9                                                 Risebrobakken et al (2003)
  -0.00 75.00 51997  800 -0.97 34.87  0.27 -99.9                                                 Risebrobakken et al (2003)
  -0.00 75.00 51997  900 -0.97 34.87  0.35 -99.9                                                 Risebrobakken et al (2003)
  -0.00 75.00 51997 1000 -0.96 34.87  0.19 -99.9                                                 Risebrobakken et al (2003)
  -0.00 75.00 51997 1150 -0.95 34.87  0.25 -99.9                                                 Risebrobakken et al (2003)
  -0.00 75.00 51997 1300 -0.94 34.88  0.24 -99.9                                                 Risebrobakken et al (2003)
  -0.00 75.00 51997 1450 -0.94 34.88  0.32 -99.9                                                 Risebrobakken et al (2003)
  -0.00 75.00 51997 1600 -0.94 34.88  0.20 -99.9                                                 Risebrobakken et al (2003)
  -0.00 75.00 51997 1800 -0.94 34.88  0.23 -99.9                                                 Risebrobakken et al (2003)
  -0.00 75.00 51997 2000 -0.91 34.88  0.25 -99.9                                                 Risebrobakken et al (2003)
  -0.00 75.00 51997 2500 -0.90 34.90  0.27 -99.9                                                 Risebrobakken et al (2003)
  -0.00 75.00 51997 3000 -0.95 34.90  0.34 -99.9                                                 Risebrobakken et al (2003)
  -0.00 75.00 51997 3632 -0.95 34.90  0.17 -99.9                                                 Risebrobakken et al (2003)
  -2.00 75.00 51997   10 -1.54 34.81  0.34 -99.9                                                 Risebrobakken et al (2003)
  -2.00 75.00 51997  100 -1.53 34.82  0.19 -99.9                                                 Risebrobakken et al (2003)
  -2.00 75.00 51997  200 -1.25 34.84  0.29 -99.9                                                 Risebrobakken et al (2003)
  -2.00 75.00 51997  300 -1.18 34.85  0.24 -99.9                                                 Risebrobakken et al (2003)
  -2.00 75.00 51997  400 -1.11 34.86  0.36 -99.9                                                 Risebrobakken et al (2003)
  -2.00 75.00 51997  500 -1.03 34.86  0.24 -99.9                                                 Risebrobakken et al (2003)
  -2.00 75.00 51997  600 -0.98 34.87  0.26 -99.9                                                 Risebrobakken et al (2003)
  -2.00 75.00 51997  700 -0.95 34.87  0.27 -99.9                                                 Risebrobakken et al (2003)
  -2.00 75.00 51997  800 -0.93 34.88  0.31 -99.9                                                 Risebrobakken et al (2003)
  -2.00 75.00 51997  900 -0.90 34.88  0.21 -99.9                                                 Risebrobakken et al (2003)
  -2.00 75.00 51997 1001 -0.89 34.88  0.29 -99.9                                                 Risebrobakken et al (2003)
  -2.00 75.00 51997 1151 -0.88 34.88  0.16 -99.9                                                 Risebrobakken et al (2003)
  -2.00 75.00 51997 1301 -0.81 34.90  0.39 -99.9                                                 Risebrobakken et al (2003)
  -2.00 75.00 51997 1450 -0.80 34.90  0.28 -99.9                                                 Risebrobakken et al (2003)
  -2.00 75.00 51997 1601 -0.83 34.90  0.40 -99.9                                                 Risebrobakken et al (2003)
  -2.00 75.00 51997 1801 -0.88 34.90  0.34 -99.9                                                 Risebrobakken et al (2003)
  -2.00 75.00 51997 2000 -0.91 34.90  0.36 -99.9                                                 Risebrobakken et al (2003)
  -2.00 75.00 51997 2251 -0.94 34.90  0.27 -99.9                                                 Risebrobakken et al (2003)
  -2.00 75.00 51997 2501 -0.96 34.90  0.27 -99.9                                                 Risebrobakken et al (2003)
  -2.00 75.00 51997 3000 -0.98 34.90  0.19 -99.9                                                 Risebrobakken et al (2003)
  -2.00 75.00 51997 3502 -0.97 34.90  0.15 -99.9                                                 Risebrobakken et al (2003)
  -4.69 75.00 51997   10 -1.54 34.70  0.31 -99.9                                                 Risebrobakken et al (2003)
  -4.69 75.00 51997  149 -1.24 34.83  0.25 -99.9                                                 Risebrobakken et al (2003)
  -4.69 75.00 51997  300 -1.17 34.85  0.35 -99.9                                                 Risebrobakken et al (2003)
  -4.69 75.00 51997  400 -1.12 34.85  0.23 -99.9                                                 Risebrobakken et al (2003)
  -4.69 75.00 51997  500 -1.07 34.86  0.31 -99.9                                                 Risebrobakken et al (2003)
